RESULT_COUNT: 186,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1
TICKER,FIGI_TICKER,FIGI,TITLE,PUBLICATION_DATE,URL,SUMMARY
GMED,GMED:US,BBG002V87SD0,"Globus Medical, Inc. breached its 50 day moving average in a Bullish Manner : GMED-US : October 19, 2017",2017-10-19 12:06:41 +0000,http://finance.yahoo.com/r/7b2554ee-a855-397a-b01c-14277d14f761/globus-medical-inc-breached-its-50-day-moving-average-in-a-bullish-manner-gmed-us-october-19-2017?yptr=yahoo&.tsrc=rss,"Categories:  ETFs Yahoo FinanceGet full CapitalCube analysis *Disclaimer : This is as of previous day’s closing price. Technical Indicators Below is a quick look at 5 technical indicators for Globus Medical, Inc.. More studies are available on the Technical Chart. Indicator Signal Closing Price above/below 50 Day Moving Average Bullish Closing Price above/below 200 Day Moving Average Bullish ... Read more
<b>(Read more...)</b>"
GMED,GMED:US,BBG002V87SD0,Globus Medical Breaks Above 200-Day Moving Average - Bullish for GMED,2017-10-18 16:50:41 +0000,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/2vwgevittgs/globus-medical-breaks-above-200-day-moving-average-bullish-for-gmed-cm861347,In trading on Wednesday shares of Globus Medical Inc Symbol GMED crossed above their 200 day moving average of 29 77 changing hands as high as 29 91 per share Globus Medical Inc shares are currently trading up about 1 4 on the day The chart below shows the one year performance of
GMED,GMED:US,BBG002V87SD0,Globus Medical Schedules Third Quarter 2017 Earnings Release and Conference Call,2017-10-17 20:30:00 +0000,https://finance.yahoo.com/news/globus-medical-schedules-third-quarter-203000838.html?.tsrc=rss,"AUDUBON, Pa., Oct. 17, 2017-- Globus Medical, Inc., a leading musculoskeletal solutions company, will announce its financial results for the third quarter ended September 30, 2017 after the market close ..."
GMED,GMED:US,BBG002V87SD0,Globus Medical Announces First Spine Surgeries Using ExcelsiusGPS™,2017-10-10 20:30:00 +0000,https://finance.yahoo.com/news/globus-medical-announces-first-spine-203000737.html?.tsrc=rss,"AUDUBON, Pa., Oct. 10, 2017-- Globus Medical, Inc., a leading musculoskeletal solutions company, today announced the first spine surgeries using ExcelsiusGPS™, a revolutionary robotic guidance and navigation ..."
GMED,GMED:US,BBG002V87SD0,These Medtech Players Are Flailing On Hurricane-Related Headwinds,2017-10-09 20:51:09 +0000,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/feZznC6lrJg/these-medtech-players-are-flailing-on-hurricane-related-headwinds-cm857092,Hurricanes Harvey Irma and Maria didn t just devastate Texas Florida and Puerto Rico Medtech players Medtronic MDT K2M Group KTWO and Wright Medical Group WMGI were flailing in the headwinds on Monday ibd display video id 2340952 width
GMED,GMED:US,BBG002V87SD0,See what the IHS Markit Score report has to say about Globus Medical Inc.,2017-10-09 12:03:04 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120304323.html?.tsrc=rss,"Short interest is moderate for GMED with between 5 and 10% of shares outstanding currently on loan.  The last change in the short interest score occurred more than 1 month ago and implies that there has been little change in sentiment among investors who seek to profit from falling equity prices.  Over the last month, ETFs holding GMED are favorable, with net inflows of $3.38 billion."
GMED,GMED:US,BBG002V87SD0,See what the IHS Markit Score report has to say about Globus Medical Inc.,2017-10-06 12:03:11 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120311158.html?.tsrc=rss,Short interest is moderate for GMED with between 5 and 10% of shares outstanding currently on loan.  The last change in the short interest score occurred more than 1 month ago and implies that there has been little change in sentiment among investors who seek to profit from falling equity prices.
GMED,GMED:US,BBG002V87SD0,"Globus Medical, Inc. – Value Analysis (NYSE:GMED) : October 4, 2017",2017-10-04 15:17:58 +0000,http://finance.yahoo.com/r/6228e13f-c17e-3597-adc0-cf3c15f78da4/globus-medical-inc-value-analysis-nysegmed-october-4-2017?yptr=yahoo&.tsrc=rss,"Categories:  Fundamental Analysis Yahoo FinanceClick here to see latest analysis Capitalcube gives Globus Medical, Inc. a score of 66. Our analysis is based on comparing Globus Medical, Inc. with the following peers – Stryker Corporation, K2M Group Holdings, Inc., Zimmer Biomet Holdings, Inc., NuVasive, Inc., Exactech, Inc., Orthofix International NV, RTI Surgical, Inc. and Alphatec Holdings, Inc. (SYK-US, KTWO-US, ... Read more
<b>(Read more...)</b>"
GMED,GMED:US,BBG002V87SD0,See what the IHS Markit Score report has to say about Globus Medical Inc.,2017-10-04 12:04:43 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120251806.html?.tsrc=rss,Short interest is moderate for GMED with between 5 and 10% of shares outstanding currently on loan.  The last change in the short interest score occurred more than 1 month ago and implies that there has been little change in sentiment among investors who seek to profit from falling equity prices.
GMED,GMED:US,BBG002V87SD0,"Globus Medical, Inc. breached its 50 day moving average in a Bullish Manner : GMED-US : October 3, 2017",2017-10-03 12:16:02 +0000,http://finance.yahoo.com/r/e84e3267-3398-37e9-9c4f-8533a77c9f90/globus-medical-inc-breached-its-50-day-moving-average-in-a-bullish-manner-gmed-us-october-3-2017?yptr=yahoo&.tsrc=rss,"Categories:  ETFs Yahoo FinanceGet full CapitalCube analysis *Disclaimer : This is as of previous day’s closing price. Technical Indicators Below is a quick look at 5 technical indicators for Globus Medical, Inc.. More studies are available on the Technical Chart. Indicator Signal Closing Price above/below 50 Day Moving Average Bullish Closing Price above/below 200 Day Moving Average Bullish ... Read more
<b>(Read more...)</b>"
