RESULT_COUNT: 697,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1
TICKER,FIGI_TICKER,FIGI,TITLE,PUBLICATION_DATE,URL,SUMMARY
BSX,BSX:US,BBG000C0LW92,Can Boston Scientific Surpass Its Earnings Estimates in 3Q17?,2017-10-20 21:35:57 +0000,http://finance.yahoo.com/r/15d045b1-2834-3beb-ae2c-29507063570c/can-boston-scientific-surpass-its-earnings-estimates-in-3q17?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss,"BSX's EPS estimate for 3Q17 represents YoY (year-over-year) growth in the range of 9%–16%. In 2Q17, Boston Scientific registered EPS growth of 18.5% YoY."
BSX,BSX:US,BBG000C0LW92,Inside Boston Scientific’s 3Q17 Revenue Expectations,2017-10-20 20:05:58 +0000,http://finance.yahoo.com/r/92184184-64e2-3597-841a-e624b9db19a9/inside-boston-scientifics-3q17-revenue-expectations?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss,"Boston Scientific's (BSX) 3Q17 revenues are expected to come in at $2.21 billion, representing YoY (year-over-year) growth of ~4.8%."
BSX,BSX:US,BBG000C0LW92,Boston Scientific on the Street: Analyst Recommendations ahead of the 3Q17 Results,2017-10-20 18:08:05 +0000,http://finance.yahoo.com/r/29139b6b-32ac-3f5f-931a-c7e916a775c5/boston-scientific-on-the-street-analyst-recommendations-ahead-of-the-3q17-results?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss,"BSX stock has been performing well recently, and investor confidence appears to have ridden on innovative product launches and strong 2Q17 results."
BSX,BSX:US,BBG000C0LW92,See what the IHS Markit Score report has to say about Boston Scientific Corp.,2017-10-19 12:01:32 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120132497.html?.tsrc=rss,Boston Scientific Corp NYSE:BSX
BSX,BSX:US,BBG000C0LW92,Will Recall Issue Hurt Boston Scientific (BSX) Q3 Earnings?,2017-10-18 13:01:01 +0000,https://finance.yahoo.com/news/recall-issue-hurt-boston-scientific-130101221.html?.tsrc=rss,"Although Boston Scientific&apos;s (BSX) recent $435-million acquisition of Symetis SA might drive its IC business, the company&apos;s full recovery post a primary product recall may however, take time."
BSX,BSX:US,BBG000C0LW92,Shifamed LLC Announces Completed Acquisition of Apama Medical,2017-10-16 11:03:00 +0000,https://finance.yahoo.com/news/shifamed-llc-announces-completed-acquisition-110300463.html?.tsrc=rss,"CAMPBELL, Calif. , Oct. 16, 2017 /PRNewswire/ -- Shifamed LLC, a privately held medical device incubator, announced that Apama Medical, Inc., a Shifamed Portfolio Company, was acquired by Boston Scientific ..."
BSX,BSX:US,BBG000C0LW92,MedTech Players Eyeing Emerging Market Growth Opportunities,2017-10-13 01:13:07 +0000,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/6FCT32bwrZo/medtech-players-eyeing-emerging-market-growth-opportunities-cm859151,A few months down the line the Republicans will complete a full year in power Unfortunately since the political power change the healthcare community hasn t had many opportunities to rejoice A survey report by Gallup Analytics last month revealed that 160 U S adults cited healthcare as
BSX,BSX:US,BBG000C0LW92,December 1st Options Now Available For Boston Scientific (BSX),2017-10-12 16:15:34 +0000,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/pMYjN5buujs/december-1st-options-now-available-for-boston-scientific-bsx-cm858803,Investors in Boston Scientific Corp Symbol BSX saw new options begin trading today for the December 1st expiration At Stock Options Channel our YieldBoost formula has looked up and down the BSX options chain for the new December 1st contracts and identified one put and one call contract
BSX,BSX:US,BBG000C0LW92,"Health-care Firms Used Radio, Social Media to Find Missing Workers After Puerto Rico Storm",2017-10-10 04:22:42 +0000,http://finance.yahoo.com/r/745c3451-28af-38db-bd2e-09d5ee42009b/health-care-firms-used-radio-social-media-to-find-missing-workers-after-puerto-rico-storm-1507582234?ru=yahoo?mod=yahoo_itp&yptr=yahoo&.tsrc=rss,"With hundreds of workers missing after Hurricane Maria devastated the island, health-care and other firms turned to the airwaves."
BSX,BSX:US,BBG000C0LW92,"Employers Leaned on Radio, Social Media After Puerto Rico Storm",2017-10-09 22:07:58 +0000,http://finance.yahoo.com/r/745c3451-28af-38db-bd2e-09d5ee42009b/health-care-firms-used-radio-social-media-to-find-missing-workers-after-puerto-rico-storm-1507582234?mod=yahoo_hs&yptr=yahoo&.tsrc=rss,"With hundreds of workers missing after Hurricane Maria devastated the island, health-care and other firms turned to the airwaves."
BSX,BSX:US,BBG000C0LW92,"Boston Scientific Grows on New Products, Currency Woe Ails",2017-10-09 18:59:06 +0000,https://finance.yahoo.com/news/boston-scientific-grows-products-currency-185906014.html?.tsrc=rss,Boston Scientific (BSX) is gaining traction on product launch and accretive acquisitions. Yet an unfavorable currency movement is a major dampener.
BSX,BSX:US,BBG000C0LW92,See what the IHS Markit Score report has to say about Boston Scientific Corp.,2017-10-09 12:01:05 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120105904.html?.tsrc=rss,"This could indicate that investors who seek to profit from falling equity prices are not currently targeting BSX.  Over the last one-month, outflows of investor capital in ETFs holding BSX totaled $6.94 billion."
BSX,BSX:US,BBG000C0LW92,"Now, a brain pacemaker that reduces tremors and helps Parkinson's sufferers lead a more normal life",2017-10-05 12:51:58 +0000,http://finance.yahoo.com/r/21b25e75-4afe-3781-a0a0-a1ecc4b79f75/104746480?__source=yahoo%7Cfinance%7Cheadline%7Cheadline%7Cstory&par=yahoo&doc=104746480&yptr=yahoo&.tsrc=rss,A pacemaker for the brain can be used to treat symptoms of neurological disorders like Parkinson’s Disease.
BSX,BSX:US,BBG000C0LW92,Boston Scientific Appoints Desiree Ralls-Morrison General Counsel and Corporate Secretary,2017-10-04 10:30:00 +0000,https://finance.yahoo.com/news/boston-scientific-appoints-desiree-ralls-103000060.html?.tsrc=rss,"MARLBOROUGH, Mass. , Oct. 4, 2017 /PRNewswire/ -- Boston Scientific Corporation (NYSE: BSX) today announced the appointment of Desiree Ralls-Morrison as senior vice president, general counsel and corporate ..."
BSX,BSX:US,BBG000C0LW92,Boston Scientific's Apama Deal to Boost Electrophysiology Arm,2017-10-03 15:02:25 +0000,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/OU9ZBKYjWsE/boston-scientifics-apama-deal-to-boost-electrophysiology-arm-cm854453,Boston Scientific Corporation BSX recently announced plans to acquire Campbell CA based privately held company Apama Medical Inc for a total value of around 300 million This is in line with the company s strategy to gain traction in the Electrophysiology market which is poised to reach
BSX,BSX:US,BBG000C0LW92,Boston Scientific&apos;s Apama Deal to Boost Electrophysiology Arm,2017-10-03 12:40:12 +0000,https://finance.yahoo.com/news/boston-scientific-apos-apama-deal-124012592.html?.tsrc=rss,Boston Scientific&apos;s (BSX) Apama Medical addition is expected to strengthen its suite of arrhythmia solutions under the Electrophysiology sub-segment.
BSX,BSX:US,BBG000C0LW92,See what the IHS Markit Score report has to say about Boston Scientific Corp.,2017-10-03 12:00:54 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120054816.html?.tsrc=rss,"This could indicate that investors who seek to profit from falling equity prices are not currently targeting BSX.  Over the last one-month, outflows of investor capital in ETFs holding BSX totaled $3.92 billion."
BSX,BSX:US,BBG000C0LW92,"VICL Soars After-hours, DMTX Deems RARE Bid Superior, MDXG On Watch",2017-10-03 01:05:00 +0000,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Bw4ozm4q16o/vicl-soars-afterhours-dmtx-deems-rare-bid-superior-mdxg-on-watch-20171003-00026,"VICL Soars After-hours, DMTX Deems RARE Bid Superior, MDXG On Watch"
BSX,BSX:US,BBG000C0LW92,"At $29.17, Is It Time To Sell Boston Scientific Corporation (BSX)?",2017-10-03 00:45:15 +0000,https://finance.yahoo.com/news/29-17-time-sell-boston-004515115.html?.tsrc=rss,"Boston Scientific Corporation (NYSE:BSX) is trading with a trailing P/E of 50.5x, which is higher than the industry average of 42.6x. While this makes BSX appear like a stock toRead More..."
BSX,BSX:US,BBG000C0LW92,[$$] Boston Scientific Nabs Apama Medical in $300 Million Deal,2017-10-02 23:44:49 +0000,http://finance.yahoo.com/r/d43fc414-59d9-362a-8749-e8d5fe7ccc78/boston-scientific-nabs-apama-medical-in-300-million-deal-1506987887?mod=yahoo_hs&yptr=yahoo&.tsrc=rss,The deal represents a healthy return for venture-capital investors in the maker of atrial fibrillation treatment products.
BSX,BSX:US,BBG000C0LW92,Boston Scientific Announces Agreement to Acquire Apama Medical,2017-10-02 20:15:00 +0000,https://finance.yahoo.com/news/boston-scientific-announces-agreement-acquire-201500323.html?.tsrc=rss,"MARLBOROUGH, Mass., Oct. 2, 2017 /PRNewswire/ -- Boston Scientific Corporation (BSX) today announced a definitive agreement to acquire Apama Medical Inc., a privately-held company that is developing the Apama Radiofrequency (RF) Balloon Catheter System for the treatment of atrial fibrillation (AF).  AF, a common heart rhythm disorder estimated to affect more than 33 million people worldwide,1 is commonly treated with anti-arrhythmic drugs as well as cardiac ablation – the process of delivering energy to the areas of the heart muscle causing an abnormal rhythm.  The standard of care in AF ablations is pulmonary vein isolation (PVI) – the application of energy to create lines of scar tissue around the pulmonary veins in the left atrium to block unwanted electrical signals that trigger AF."
BSX,BSX:US,BBG000C0LW92,Boston Scientific To Webcast Conference Call Discussing Third Quarter 2017 Financial Results,2017-10-02 16:02:00 +0000,https://finance.yahoo.com/news/boston-scientific-webcast-conference-call-160200415.html?.tsrc=rss,"MARLBOROUGH, Mass. , Oct. 2, 2017 /PRNewswire/ -- Boston Scientific Corporation (NYSE: BSX) will webcast its conference call discussing financial results and business highlights for the third quarter ended ..."
BSX,BSX:US,BBG000C0LW92,Abbott's Ellipse ICD Receives FDA Approval for MRI Scans,2017-10-02 13:01:44 +0000,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wK50luTMsIo/abbotts-ellipse-icd-receives-fda-approval-for-mri-scans-cm853760,Abbott s ABT Ellipse implantable cardioverter defibrillator ICD recently gained FDA approval for magnetic resonance MR conditional labeling This should solidify the company s footprint in the Rhythm Management space Post approval patients implanted with an Ellipse device and Durata
BSX,BSX:US,BBG000C0LW92,Real-World Data: BSX’s Bronchial Thermoplasty Is Effective in the Long Term,2017-09-29 17:48:44 +0000,http://finance.yahoo.com/r/70bfba39-be3e-3645-8cd9-a9eb5da4ac6c/real-world-data-bsxs-bronchial-thermoplasty-effective-long-term?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss,"The PAS2 study, which is a post-approval clinical trial, was conducted at 27 sites across the United States and Canada."
BSX,BSX:US,BBG000C0LW92,What’s the Story behind Boston Scientific’s Recent Stock Rally?,2017-09-29 17:48:44 +0000,http://finance.yahoo.com/r/0f70e50a-48b0-37ca-81b7-2354b2b90efd/whats-the-story-behind-boston-scientifics-recent-stock-rally?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss,Boston Scientific's (BSX) stock price has risen ~21.7% over the past one-year period.
BSX,BSX:US,BBG000C0LW92,How Boston Scientific Plans to Expand in High-Growth Markets,2017-09-29 17:48:44 +0000,http://finance.yahoo.com/r/65f574f0-a9d8-3349-88a5-623407aa3c42/how-boston-scientific-plans-to-expand-in-high-growth-markets?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss,Boston Scientific is focused on accelerating the company’s growth by expanding across high-growth markets outside the United States.
BSX,BSX:US,BBG000C0LW92,Analysts’ Recommendations for Boston Scientific Stock,2017-09-29 17:48:44 +0000,http://finance.yahoo.com/r/3ab69876-260d-3209-a7a5-08fe677ad572/analysts-recommendations-for-boston-scientific-stock?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss,"According to the recommendations of 24 brokerage companies surveyed by Reuters, ~75% of the analysts provided a “buy” rating for BSX stock."
BSX,BSX:US,BBG000C0LW92,New Data Confirms the Efficiency of BSX’s HeartLogic Diagnostic,2017-09-29 17:48:43 +0000,http://finance.yahoo.com/r/709a39b5-43a9-351e-84b3-02ba2cbb86b3/new-data-confirms-the-efficiency-of-bsxs-heartlogic-diagnostic?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss,"On September 19, 2017, Boston Scientific announced new data from its MultiSENSE (Multisensor Chronic Evaluation in Ambulatory Heart Failure Patients) study."
BSX,BSX:US,BBG000C0LW92,Boston Scientific’s Advancement in Its Heart Failure Device Segment,2017-09-29 17:48:43 +0000,http://finance.yahoo.com/r/aeb4d33b-9c21-3ffe-93a7-6a693b8e6e6a/boston-scientifics-advancement-in-its-heart-failure-device-segment?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss,"On September 25, Boston Scientific (BSX) announced the launch of the Resonate family of ICD and CRT-D systems. The devices are approved by the FDA for conditional use in the MRI environment."
BSX,BSX:US,BBG000C0LW92,Boston Scientific&apos;s Resonate Devices Boost Cardiac Rhythm Arm,2017-09-29 13:16:01 +0000,https://finance.yahoo.com/news/boston-scientific-apos-resonate-devices-131601884.html?.tsrc=rss,Boston Scientific (BSX) is consistently strengthening its Cardiac Rhythm Management segment.
BSX,BSX:US,BBG000C0LW92,See what the IHS Markit Score report has to say about Boston Scientific Corp.,2017-09-29 12:00:46 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120046514.html?.tsrc=rss,"This could indicate that investors who seek to profit from falling equity prices are not currently targeting BSX.  Over the last one-month, outflows of investor capital in ETFs holding BSX totaled $4.20 billion."
BSX,BSX:US,BBG000C0LW92,November 10th Options Now Available For Boston Scientific (BSX),2017-09-28 14:40:41 +0000,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wVMCSu_bs3E/november-10th-options-now-available-for-boston-scientific-bsx-cm852482,Investors in Boston Scientific Corp Symbol BSX saw new options become available today for the November 10th expiration At Stock Options Channel our YieldBoost formula has looked up and down the BSX options chain for the new November 10th contracts and identified one put and one
BSX,BSX:US,BBG000C0LW92,Medtronic (MDT) Initiates Study on CoreValve Evolut PRO TAVI,2017-09-28 14:34:02 +0000,https://finance.yahoo.com/news/medtronic-mdt-initiates-study-corevalve-143402646.html?.tsrc=rss,Medtronic (MDT) to initiate FORWARD PRO Clinical Study for evaluating the safety standards of self-expanding TAVI system over longer-term.
BSX,BSX:US,BBG000C0LW92,See what the IHS Markit Score report has to say about Boston Scientific Corp.,2017-09-28 12:00:47 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120047098.html?.tsrc=rss,"This could indicate that investors who seek to profit from falling equity prices are not currently targeting BSX.  Over the last one-month, outflows of investor capital in ETFs holding BSX totaled $4.92 billion."
BSX,BSX:US,BBG000C0LW92,See what the IHS Markit Score report has to say about Boston Scientific Corp.,2017-09-27 12:00:48 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120056255.html?.tsrc=rss,"This could indicate that investors who seek to profit from falling equity prices are not currently targeting BSX.  Over the last one-month, outflows of investor capital in ETFs holding BSX totaled $3.81 billion."
BSX,BSX:US,BBG000C0LW92,"FDA Chief Gottlieb Addresses Opioids, Cancer, New Therapies",2017-09-26 19:53:53 +0000,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zC8vLEUgwK0/fda-chief-gottlieb-addresses-opioids-cancer-new-therapies-cm851328,In his first run with the Food and Drug Administration gene and cell therapy were early stage theoretical concepts FDA Commissioner Scott Gottlieb said Tuesday ibd display video id 2322032 width 50 float left autostart true But last month the FDA approved its first
BSX,BSX:US,BBG000C0LW92,"Med-tech manufacturers in devastated Puerto Rico try to tally damage, track workers",2017-09-26 16:40:15 +0000,http://finance.yahoo.com/r/464fa3d9-3f25-35f0-8acc-bceead507edd/med-tech-manufacturers-in-devastated-puerto-rico.html?ana=yahoo&yptr=yahoo&.tsrc=rss,"Days after Hurricane Maria devastated much of Puerto Rico, companies in the U.S. territory's big medical-device industry are still trying to get a handle on how much damage was done to their operations — and their employees.  The Star Tribune reports on the efforts by companies like Medtronic, Boston Scientific Corp., and Abbott Laboratories to track down workers in the wake of the storm, which destroyed many homes and wrecked the island's power grid.  Dublin-based Medtronic (MDT), which has its operational headquarters in Fridley, said that all four of its business groups had some manufacturing presence in Puerto Rico, and all facilities had some degree of wind and water damage."
BSX,BSX:US,BBG000C0LW92,See what the IHS Markit Score report has to say about Boston Scientific Corp.,2017-09-26 12:00:49 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120049321.html?.tsrc=rss,Boston Scientific Corp NYSE:BSX
BSX,BSX:US,BBG000C0LW92,See what the IHS Markit Score report has to say about Boston Scientific Corp.,2017-09-25 12:00:57 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120057185.html?.tsrc=rss,Boston Scientific Corp NYSE:BSX
BSX,BSX:US,BBG000C0LW92,What Were Tiger Management’s Largest Holdings in 2Q17?,2017-09-25 11:41:33 +0000,http://finance.yahoo.com/r/af520b18-4e5b-389d-9d1c-1d2ab9046f7e/analyzing-tiger-managements-largest-holdings-2q17?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss,"Tiger Management's top five holdings are Celgene (CELG), Blackstone Group (BX), Alibaba Group Holdings (BABA), Boston Scientific (BSX), and Alphabet (GOOG)."
BSX,BSX:US,BBG000C0LW92,Boston Scientific Announces U.S. FDA Approval for MRI Labeling on High-Voltage Devices and U.S. Launch of Resonate™ Devices with the HeartLogic™ Heart Failure Diagnostic,2017-09-25 11:00:00 +0000,https://finance.yahoo.com/news/boston-scientific-announces-u-fda-110000935.html?.tsrc=rss,"MARLBOROUGH, Mass., Sept. 25, 2017 /PRNewswire/ -- Boston Scientific (BSX) has launched the Resonate™ family of implantable cardioverter defibrillator (ICD) and cardiac resynchronization therapy defibrillator (CRT-D) systems featuring the HeartLogic™ Heart Failure Diagnostic to help physicians improve heart failure (HF) management.  The new devices, which are approved by the U.S. Food and Drug Administration for conditional use in a magnetic resonance imaging (MRI) environment, also combine the company's SmartCRT™ Technology with industry-leading EnduraLife™ Battery Technology to improve patient management through personalized care.  The newly introduced HeartLogic Diagnostic alerts physicians of worsening HF by combining data from sensors evaluating heart sounds, respiration rate and volume, thoracic impedance, heart rate and activity."
BSX,BSX:US,BBG000C0LW92,Boston Scientific's Resonate Devices With HeartLogic Heart Failure Diagnostic,2017-09-25 07:18:00 +0000,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/TJo4XFtfZjk/boston-scientifics-resonate-devices-with-heartlogic-heart-failure-diagnostic-20170925-00333,Boston Scientific's Resonate Devices With HeartLogic Heart Failure Diagnostic
BSX,BSX:US,BBG000C0LW92,"ETFs with exposure to Boston Scientific Corp. : September 22, 2017",2017-09-22 15:05:13 +0000,http://finance.yahoo.com/r/0feb2869-2b9f-3adc-9ca1-d41454c36801/etfs-with-exposure-to-boston-scientific-corp-september-22-2017?yptr=yahoo&.tsrc=rss,"Categories:  ETFs Yahoo FinanceClick here to see latest analysis ETFs with exposure to Boston Scientific Corp. Here are 5 ETFs with the largest exposure to BSX-US. Comparing the performance and risk of Boston Scientific Corp. with the ETFs that have exposure to it gives us some ETF choices that could give us similar returns with lower volatility. Ticker ... Read more
<b>(Read more...)</b>"
BSX,BSX:US,BBG000C0LW92,See what the IHS Markit Score report has to say about Boston Scientific Corp.,2017-09-22 12:00:58 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120058239.html?.tsrc=rss,Boston Scientific Corp NYSE:BSX
